"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Kenny Wilson","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".290",".322",".611",".269","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454437"
"John Andreoli","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".294",".308",".602",".269","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa577764"
"Joey Curletta","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".278",".338",".616",".269","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658025"
"Brenden Webb","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".275",".341",".616",".269","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502672"
"Kyle Jensen","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".264",".359",".623",".268","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","7706"
"Collin Cowgill","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".278",".335",".613",".268","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","7250"
"Chad Oberacker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".283",".329",".612",".268","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549447"
"Stetson Allie","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".272",".346",".618",".268","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548192"
"Isaac Ballou","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".283",".325",".608",".268","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa579269"
"Michael Martinez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".286",".327",".613",".267","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","7358"
"Logan Moon","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".278",".337",".614",".267","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829029"
"Roberto Caro","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".284",".323",".607",".267","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657285"
"Matt den Dekker","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".279",".330",".609",".267","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","11385"
"Jared Mitchell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".281",".323",".604",".267","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa327116"
"Alex Glenn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".268",".351",".618",".267","","60","0.0","0.0","","0.0","0.0","0.0","","999.0","sa503215"
"Darin Mastroianni","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".284",".322",".606",".267","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","7316"
"Jacob Hannemann","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".276",".336",".612",".267","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","15644"
"Michael Burgess","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".263",".355",".618",".267","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa389928"
"Juan Soto","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".277",".340",".617",".266","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa906282"
"Adam Engel","White Sox","125","466","419","87","17","3","9","46","42","34","141","6","19","8","",".209",".276",".332",".608",".266","","62","1.4","0.2","","-20.3","2.3","-0.2","","633.2","15082"
"Auston Bousfield","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".286",".315",".600",".266","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827356"
"Arismendy Alcantara","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".265",".353",".617",".266","","60","0.0","0.0","","0.0","0.0","0.0","","999.0","10711"
"Bo Way","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".288",".317",".605",".266","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829126"
"Eduardo Arredondo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".286",".320",".606",".266","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508008"
"Carmen Benedetti","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".282",".321",".603",".266","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918269"
"Brandon Barnes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".275",".339",".614",".266","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","629"
"James Jones","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".286",".315",".601",".266","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","9767"
"Eliseo Aldazaba","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".271",".339",".610",".266","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509444"
"Royce Bolinger","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".268",".346",".615",".265","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658031"
"Ian Miller","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".288",".317",".605",".265","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738894"
"Stefan Sabol","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".277",".325",".602",".265","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549280"
"Alfredo Silverio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".266",".349",".616",".265","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa392355"
"Andrew Guillotte","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".283",".320",".603",".265","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876089"
"Orlando Calixte","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".268",".346",".614",".265","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","11905"
"Quintin Berry","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".291",".300",".591",".265","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","9414"
"Roemon Fields","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".286",".315",".601",".264","","59","0.0","0.0","","0.0","0.0","0.0","","714.3","sa829879"
"Jonathan Reynoso","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".277",".332",".610",".264","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa551309"
"Glynn Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".277",".328",".605",".264","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598601"
"Jayce Ray","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".279",".322",".601",".264","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621655"
"Brett Vertigan","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".288",".307",".595",".264","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658149"
"Caleb Ramsey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".288",".308",".596",".264","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa526470"
"Zach Welz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".277",".323",".600",".264","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa883465"
"Mason Robbins","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".274",".337",".611",".263","","60","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599191"
"Vaughn Bryan","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".276",".323",".599",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738672"
"Welington Dotel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".267",".342",".609",".263","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa328836"
"Willie Argo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".277",".320",".597",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546652"
"Aaron Brown","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".265",".340",".605",".262","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598306"
"Johnny Davis","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".282",".315",".597",".262","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738287"
"Chad Hinshaw","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".280",".316",".596",".262","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738144"
"Cristhian Presichi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".278",".321",".599",".262","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa184892"
"Isaac Galloway","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".269",".336",".605",".262","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454974"
"Bubba Starling","Royals","3","13","12","3","1","0","0","1","1","1","4","0","0","0","",".218",".266",".335",".602",".261","","56","0.0","0.0","","-0.7","0.1","0.0","","999.0","sa597751"
"Trent Clark","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".285",".296",".581",".261","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874246"
"Jake Skole","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".272",".322",".594",".261","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548177"
"Cornelius Randolph","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".271",".324",".594",".261","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874241"
"Jonathan Schwind","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".271",".323",".594",".261","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598663"
"Ben DeLuzio","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".274",".323",".597",".260","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737626"
"Bryson Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".273",".320",".593",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502686"
"Alan Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".280",".316",".596",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa545731"
"Zach Cone","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".261",".339",".600",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454512"
"Johan Mieses","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".254",".355",".608",".260","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa747574"
"Preston Scott","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".273",".318",".591",".260","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918805"
"Enrique Osorio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".280",".312",".592",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509128"
"Jhohan Acevedo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".269",".328",".597",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546473"
"Jake Robson","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".280",".313",".592",".260","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658804"
"Victor Roache","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".256",".345",".601",".260","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502154"
"Willie Abreu","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".261",".342",".602",".260","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738883"
"Alejandro Ortiz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".276",".317",".592",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508095"
"Brandon Downes","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".260",".339",".599",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602678"
"Terrance Gore","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".285",".298",".583",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","13658"
"Yancarlo Angulo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".276",".311",".588",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa329105"
"Ian Parmley","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".278",".309",".587",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","13821"
"Carlos Arroyo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".266",".331",".597",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736998"
"Jahmai Jones","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".268",".327",".595",".259","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874807"
"Dillon Thomas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".269",".324",".593",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597958"
"Yordanys Linares","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".267",".331",".599",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002576"
"Connor Lien","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".258",".338",".596",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658195"
"Matt Newman","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".263",".330",".593",".258","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa577013"
"Brett Siddall","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".267",".326",".593",".258","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875635"
"Matt Lipka","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".267",".324",".592",".258","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548175"
"Cam Gibson","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".262",".331",".593",".258","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659281"
"Peter O'Brien","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".242",".362",".604",".258","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","13288"
"Keenyn Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".277",".303",".581",".258","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501943"
"Rashad Crawford","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".267",".323",".590",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658166"
"Luis Alfonso Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".270",".314",".585",".257","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa205818"
"Ty Moore","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".274",".313",".587",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658629"
"Jordan Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".274",".310",".584",".257","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa579297"
"Cord Sandberg","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".259",".334",".594",".257","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737636"
"Mark Laird","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".278",".306",".584",".256","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827130"
"Jeremias Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".282",".295",".577",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598687"
"Francisco Lugo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".269",".320",".588",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa505990"
"Michael Suchy","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".271",".310",".581",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829367"
"Michael Pritchard","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".280",".296",".575",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830215"
"Daniel Carbonell","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".265",".324",".589",".256","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829978"
"Ivan Terrazas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".270",".319",".589",".256","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa254504"
"Tyler Hill","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".269",".317",".586",".256","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829481"
"Vince Fernandez","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".327",".589",".256","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873990"
"Estevan Florial","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".327",".587",".256","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874464"
"Ryan Boldt","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".270",".314",".584",".256","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738262"
"Kort Peterson","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".267",".321",".589",".256","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874104"
